ID,Canonical_Smiles,Inhibition
TRAIN_16193,COc1ccc(C(=O)CN(C(=O)c2ccc(Cl)cc2)N2C(=O)c3ccccc3C2=O)cc1,48.346
TRAIN_16194,C=CCn1c(SCC(=O)Nc2ncc(Cc3ccc(Br)cc3)s2)nnc1-c1ccncc1,99.2059
TRAIN_16195,O=C(/C=C/c1ccccc1)N/C(=C/c1ccccc1)C(=O)Nc1ccccc1O,26.5877
TRAIN_16196,Cc1ccc(NC(=O)c2sc3nc[nH]c(=O)c3c2C)c(C)c1,11.9706
TRAIN_16197,Cc1cccc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1,40.9742
TRAIN_16198,CN(C1CCCCC1)S(=O)(=O)c1ccc(NC(=S)NC(=O)c2cccs2)cc1,81.4193
TRAIN_16199,CC(=O)c1cccc(NC(=O)Cc2ccc3c(c2)CCCC3)c1,9.2526
TRAIN_16200,Cc1cccc(-n2nc([N+](=O)[O-])c(=NCc3cccnc3)n2O)c1,24.2956
TRAIN_16201,Cc1ccc(S(=O)(=O)NC(=O)CSc2nc3ccccc3s2)cc1,17.0333
TRAIN_16202,COc1cccc(NC(=O)c2cc(-c3cccnc3)nc3c(Cl)cccc23)c1,84.7694
TRAIN_16203,Fc1cc(Br)ccc1NC(=S)NCCc1ccccc1,34.4507
TRAIN_16204,COc1ccc(CCN=c2c([N+](=O)[O-])nn(-c3ccccc3)n2O)cc1OC,74.2442
TRAIN_16205,Cc1cc(C)c2c(c1)C1C=CCC1C(c1ccc(S(=O)(=O)N3CCOCC3)cc1)N2,62.3954
TRAIN_16206,CC(=O)c1cc(C)ccc1OC(=O)CCN1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O,1.5783
TRAIN_16207,COc1ccc(-n2c(CNc3ccc(C)cc3)nnc2SCC(=O)Nc2nc(-c3ccccc3)cs2)cc1,46.1374
TRAIN_16208,C/C(=N\NC(=S)Nc1cccc(C)c1)c1ccccc1,57.0402
TRAIN_16209,CCc1ccc(NC(=O)CS(=O)CC(=O)NCCCc2ccccc2)cc1,30.9952
TRAIN_16210,Cc1ccc(N(C(C)C(=O)Nc2cc(Cl)ccc2Oc2ccccc2)S(C)(=O)=O)cc1,77.9077
TRAIN_16211,COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSCc2ccc(Br)cc2)c1,40.5904
TRAIN_16212,CCOC(=O)C1=C(CSc2nc3ccccc3s2)NC(=O)NC1c1cc(C)ccc1C,68.2042
TRAIN_16213,O=C1CC(NCCC2=CCCCC2)C(=O)N1c1cccc(Cl)c1Cl,15.3518
TRAIN_16214,CC(C)(C)C(=O)NNC(=O)CCCOc1ccc(Cl)cc1Cl,10.4705
TRAIN_16215,COC(=O)c1nnn(-c2nonc2N)c1CSc1nc2ccccc2o1,81.6272
TRAIN_16216,C/C(=C\c1ccc(N(C)C)cc1)[N+](=O)[O-],18.5637
TRAIN_16217,COc1ccccc1N/C(=N/S(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,89.1234
TRAIN_16218,CCOC(=O)C1=C(CSc2nc3ccccc3s2)NC(=O)NC1c1cccc([N+](=O)[O-])c1,59.5026
TRAIN_16219,O=C(Nc1cccc(Cl)c1N1CCCC1)c1cccc(-c2cc3ccccc3oc2=O)c1,46.3491
TRAIN_16220,CC1CC2=C(NC(=S)NC2c2ccc(F)cc2)/C(=C/c2ccc(F)cc2)C1,76.523
TRAIN_16221,CCC(C(=O)c1ccccc1)N(C(=O)c1ccccc1Cl)N1C(=O)C2C3C=CC(C3)C2C1=O,100.0
TRAIN_16222,Cc1ccc(NS(=O)(=O)c2ccc(OCC(=O)Nc3cccc([N+](=O)[O-])c3)c(C)c2)cc1,84.2752
TRAIN_16223,CCOC(=O)c1c(-c2ccc(OC)cc2)csc1NC(=O)CCN1C(=O)c2ccccc2C1=O,38.6861
TRAIN_16224,COc1ccc(NC(=O)C(=O)NNC(=O)c2cccs2)c(OC)c1,9.8339
TRAIN_16225,Cn1cc([N+](=O)[O-])c(C(=O)Nc2cc(Oc3cccnc3)cc([N+](=O)[O-])c2)n1,94.38
TRAIN_16226,O=C(Nc1ncc(Cc2cccc(Cl)c2)s1)C1=NCCN1,11.0841
TRAIN_16227,COCC(C)NCc1cccc([N+](=O)[O-])c1.O=C(O)C(=O)O,1.1561
TRAIN_16228,CCOc1cc(/C=N/NC(=O)COc2cccc(C)c2)ccc1OC(=O)c1cccs1,29.2994
TRAIN_16229,Oc1ccccc1/C=N/n1c2ccccc2c2ccccc21,8.3984
TRAIN_16230,COc1cc(-c2nc3ccccn3c2/N=C/c2ccccc2)ccc1O,62.0685
TRAIN_16231,COc1ccc([N+](=O)[O-])cc1NC1C2CC3CC(C2)CC1C3,22.498
TRAIN_16232,O=C(Nc1cc(-c2nc3ccccc3s2)ccc1Cl)c1ccc2c(c1)OCO2,85.6879
TRAIN_16233,Cc1[nH]nc(Nc2ccccc2)c1[N+](=O)[O-],8.0853
TRAIN_16234,C=CCNC(=S)N/N=C/c1ccc(-c2cc(Cl)ccc2Cl)o1,26.4296
TRAIN_16235,CCC(=O)NC(=S)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1,5.5063
TRAIN_16236,Cc1cc(C(F)(F)F)nc(SCC(=O)c2cccc([N+](=O)[O-])c2)n1,50.5775
TRAIN_16237,Cc1cc(C)cc(NC(=O)C/C(N)=N/O)c1,6.4862
TRAIN_16238,CC1CCCCN1c1cc(C#N)c(C#N)cc1[N+](=O)[O-],20.8222
TRAIN_16239,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1cccs1,80.4197
TRAIN_16240,Cc1ccc2nc(Nc3ccccc3O)nc(-c3ccccc3)c2c1,11.2897
TRAIN_16241,CCOc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(OC)c([N+](=O)[O-])c1,7.5938
TRAIN_16242,CCOc1cc(C)ccc1OCc1nnc(SCC(=O)c2cccc([N+](=O)[O-])c2)n1CC,100.0
TRAIN_16243,Cc1ccc(SCCNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccccc3C)c2)cc1,100.0
TRAIN_16244,CC(C)CNC(=O)C(=O)N/N=C/c1cccs1,6.3535
TRAIN_16245,O=C(NN=C1c2ccccc2-c2ccccc21)c1ccccn1,22.7756
TRAIN_16246,O=C(CNc1cccc(Cl)c1)c1ccc(Cl)cc1,13.441
TRAIN_16247,Cc1c(NC(=O)CCCOc2ccccc2)cccc1[N+](=O)[O-],35.5211
TRAIN_16248,Cc1cccc(CSCCNC(=O)CSCc2ccc([N+](=O)[O-])cc2)c1,39.8079
TRAIN_16249,CCOC(=O)CN1C(=O)S/C(=C/c2ccc(N3CCCCC3)o2)C1=O,7.5714
TRAIN_16250,COc1cc(NC(=S)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc(OC)c1OC,27.0039
TRAIN_16251,O=C(Cc1ccc(Br)cc1)Nc1ccccc1Sc1ccccc1,59.4481
TRAIN_16252,COc1ccc(NC(=O)c2ccccc2NC(=O)CSc2ccc(C)cc2)cc1,67.9973
TRAIN_16253,CCN(C(=S)Nc1ccccc1F)C1CCCCC1,24.2519
TRAIN_16254,CCN(CC)C(=O)Cn1cnc([N+](=O)[O-])n1,6.2767
TRAIN_16255,C=CCn1c(Cc2ccc(OC)cc2)nnc1SCC(=O)c1cccc([N+](=O)[O-])c1,81.6551
TRAIN_16256,Cc1[nH]c(=O)c(C(=O)/C=C/c2ccccc2F)c2c1CCCC2,51.5438
TRAIN_16257,COc1ccc(-n2c3c(c(=O)[nH]c2=O)C(C(F)(F)F)(C(F)(F)F)N=C(CC(C)C)N3)cc1,14.7937
TRAIN_16258,Cc1ccc(NC(=S)N2CCN(C3CCCCC3)CC2)cc1,22.5267
TRAIN_16259,Cc1ccc(C(=O)COc2ccccc2C(=O)Nc2ccccc2)cc1,42.5803
TRAIN_16260,Cc1ccc(-c2nnc(-c3ccc(NC(=O)c4cccs4)cc3)o2)cc1,26.1607
TRAIN_16261,CN(CC(=O)Nc1cccc2c1CCCC2)S(=O)(=O)c1ccc(Br)cc1,49.0189
TRAIN_16262,O=C(CSCc1ccccc1Cl)NN1C(=O)c2ccccc2C1=O,23.02
TRAIN_16263,COc1ccc(C(=O)NCC(=O)OCc2cccc(Br)c2)cc1,62.5756
TRAIN_16264,Cc1cccc(OC2(c3ccccc3)OC(=O)c3ccccc32)c1C,7.3949
TRAIN_16265,CCCCCCCOC1(c2ccccc2)OC(=O)c2ccccc21,9.8927
TRAIN_16266,O=C1OC(OC2CCCCC2)(c2ccccc2)c2ccccc21,13.9836
TRAIN_16267,Cc1ccc(NP(=O)(Oc2ccccc2F)Oc2ccccc2F)cc1,78.592
TRAIN_16268,CCOC(=O)COc1ccc(/C=C/[N+](=O)[O-])c(OCC(=O)OCC)c1,15.6294
TRAIN_16269,CCc1nnc(NC(=O)CSc2ncnc3c2cnn3-c2ccc(OC)cc2)s1,15.9802
TRAIN_16270,O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])cc1)c1cccs1,3.1626
TRAIN_16271,Cc1cccc(OCC(=O)NNC(=O)CSc2ncc(C#N)c(N)n2)c1,43.7686
TRAIN_16272,CCCN(CCC)C(=S)NC(=O)c1ccc(Cl)cc1Cl,37.8872
TRAIN_16273,CN(C)N1C(N)=C(C#N)C(c2cccnc2)C2=C1CC(C)(C)CC2=O,95.0063
TRAIN_16274,COc1ccc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)cc1,58.8757
TRAIN_16275,COC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1ncnc2sc(C)c(C)c12,59.1876
TRAIN_16276,CC(/C=C1\N=C(SCc2ccccc2Cl)SC1=O)=C\c1ccccc1,33.6745
TRAIN_16277,COc1ccc([N+](=O)[O-])cc1COc1ccc2c(-c3ccccc3)cc(=O)oc2c1,16.6044
TRAIN_16278,CC(=O)Nc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)n2C)cc1,49.394
TRAIN_16279,O=C1NN(c2ccccc2)C(=O)/C1=C\c1ccccc1OCC(=O)N1CCOCC1,1.8721
TRAIN_16280,CCN(CC)c1ccc(/C=N/Nc2nc(C)cc(=O)[nH]2)cc1,29.6223
TRAIN_16281,CCOC(=O)C1=C(c2ccccc2)NC(=S)NC1c1cc([N+](=O)[O-])ccc1OC,85.3582
TRAIN_16282,Cc1cc(C(=O)NNC(=S)NC(C)c2ccccc2)c2ccccc2n1,40.2066
TRAIN_16283,O=C(N/N=C/c1ccc(Cl)cc1)Nc1ccccc1,16.4792
TRAIN_16284,Cc1ccc(NC(=S)c2nc3ccccc3s2)cc1,8.6283
TRAIN_16285,Cc1ccc(C(=O)C(OC(=O)COc2ccccc2C)c2ccccc2)cc1,60.6178
TRAIN_16286,O=C(Cc1ccccc1[N+](=O)[O-])NCCSCc1c(F)cccc1Cl,24.2283
TRAIN_16287,Cc1cc(Br)ccc1NCc1ccccn1.O=C(O)C(=O)O,25.32
TRAIN_16288,Cc1ccc(SCC(=O)Nc2cccc(NC(=O)c3ccco3)c2)cc1,23.2618
TRAIN_16289,CC1=CC(=O)N(c2cccc(C(F)(F)F)c2)C1c1ccc(Cl)cc1,27.0123
TRAIN_16290,Cc1cnn(-c2cc(N/N=C/c3ccccc3)ncn2)c1,6.5203
TRAIN_16291,O=C(CSCc1cccc(Br)c1)N/N=C/c1ccc2c(c1)OCO2,72.9165
TRAIN_16292,C/C(=N\Nc1nc(N)cc(Cl)n1)c1cccc([N+](=O)[O-])c1,34.9281
TRAIN_16293,Cc1ccc(S(=O)(=O)N2CCC(CN3C(=O)c4cccc5cccc(c45)C3=O)CC2)cc1,89.4061
TRAIN_16294,C=C(C)c1cccc(C(C)(C)NC(=O)Nc2cc(C)ccc2OC)c1,52.5705
TRAIN_16295,Cc1ccc(-c2csc(NC(=S)NC(=O)/C=C/c3ccco3)n2)cc1,16.961
TRAIN_16296,Cc1ccc(S(=O)(=O)c2nc(S(=O)(=O)c3ccc(C)cc3)c(NCc3ccco3)s2)cc1,74.739
TRAIN_16297,Cc1ccc(NCCC(=O)c2ccc(Cl)cc2)cc1C,30.8116
TRAIN_16298,O=C(CSc1nc2ccccc2o1)N1c2ccccc2Sc2ccc(Cl)cc21,45.2026
TRAIN_16299,CCN1C(=O)C(CC(=O)Nc2ccc(OC)cc2)N(Cc2cccs2)C1=S,84.0807
TRAIN_16300,Cc1[nH]nc(-c2ccc(OCc3cnn(-c4ccccc4)c3)cc2O)c1Oc1ccc(F)cc1,37.8702
TRAIN_16301,CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C(\C#N)S(=O)(=O)c2ccccc2)cc1C,27.0748
TRAIN_16302,CCCNC(=S)Nc1ccc(Br)cc1,12.9475
TRAIN_16303,COc1cccc(NC(=S)NN2CCN(C)CC2)c1,3.4133
TRAIN_16304,Cc1cccc(/C(N)=N/OC(=O)CCCN2C(=O)c3ccccc3C2=O)c1,71.6437
TRAIN_16305,CCN1CCN(C(=S)c2ccc(Br)cc2)CC1,9.5065
TRAIN_16306,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Br)cc1,99.6654
TRAIN_16307,CS(=O)(=O)N1CCN(c2ccc(C(=O)NC3C4CC5CC(C4)CC3C5)cc2[N+](=O)[O-])CC1,4.8182
TRAIN_16308,O=S(=O)(/N=C(/Nc1ccc(F)cc1F)c1ccc(Cl)cc1)c1ccccc1,53.2656
TRAIN_16309,O=C(NCCc1ccc(Cl)cc1)Nc1cccc(Cl)c1,29.1829
TRAIN_16310,C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1cccnc1,74.6797
TRAIN_16311,C=CCNC(=O)CC(=O)N/N=C/c1cccc(Br)c1,7.7032
TRAIN_16312,O=S(=O)(/N=C(/Nc1ccccn1)c1ccccc1)c1ccccc1,4.4064
TRAIN_16313,Cc1ccc(S(=O)(=O)N(C)c2cc(S(=O)(=O)N3CCC(C)CC3)c(C)cc2C)cc1,89.3324
TRAIN_16314,Clc1ccc(CSc2nccn2Cc2ccccc2)cc1,64.9011
TRAIN_16315,Nc1ccc(C(=O)N/N=C/c2ccccc2)cc1,16.991
TRAIN_16316,O=C(N/N=C/c1ccc(Br)s1)c1ccccc1[N+](=O)[O-],12.0456
TRAIN_16317,COc1ccc2[nH]cc(C=O)c2c1,3.7859
TRAIN_16318,CC1CCN(c2ccccc2NC(=S)NC(=O)c2cccs2)CC1,33.2406
TRAIN_16319,CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(N)=NC2=O)cc1C,8.5714
TRAIN_16320,Cc1ccc(S(=O)(=O)/N=C(\c2ccc(Cl)cc2)N2CCOCC2)cc1,58.1757
TRAIN_16321,COc1ccc(-c2cc(C(=O)Nc3nc4c(C)cccc4s3)c3ccccc3n2)cc1OC,25.1721
TRAIN_16322,Cc1ccc(C)c(-c2cc(C(=O)NCc3cccs3)c3ccccc3n2)c1,86.2204
TRAIN_16323,O=C(OCc1ccc(Cl)cc1)c1ccccc1C(=O)c1ccccc1,9.5021
TRAIN_16324,COC(=O)C1=C(C(=O)OC)C(c2cc(Cl)ccc2O)c2sc(=O)[nH]c2S1,40.8928
TRAIN_16325,COc1ccccc1N1CCN(c2nc3c(C)cccn3c(=O)c2C=O)CC1,22.282
TRAIN_16326,O=C(CCCNC(=O)/C(=C\c1ccccc1F)NC(=O)c1ccccc1)OCc1ccccc1,100.0
TRAIN_16327,CCCCOc1ccc(/C=C/C(=O)NCCc2nc3ccccc3[nH]2)cc1,34.8218
TRAIN_16328,Cc1cc(C)c(S(=O)(=O)NCC23C=CC(O2)C2C(=O)N(c4ccccc4)C(=O)C23)c(C)c1,100.0
TRAIN_16329,Cc1cc(C)cc(N2C(=O)CC(Sc3nnnn3-c3ccccc3)C2=O)c1,79.749
TRAIN_16330,N/C(=N\c1nc2c(c(=O)[nH]1)CCC2)Nc1cccc2ccccc12,8.7872
TRAIN_16331,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Cl)c(Cl)c1,100.0
TRAIN_16332,CCOc1ccc(N2C(=O)/C(=C/c3cccs3)N(CC(=O)OC)C2=S)cc1,16.6752
TRAIN_16333,O=c1cc(-c2ccccc2)[nH]n1-c1ccc([N+](=O)[O-])cc1,23.1178
TRAIN_16334,O=C(COc1ccc(Br)cc1)Nc1ccc([N+](=O)[O-])cn1,1.035
TRAIN_16335,O=C(c1ccccc1)c1ccc2nc(-c3ccc(NC(=O)c4ccccc4F)cc3)[nH]c2c1,20.4863
TRAIN_16336,CC(NC(=O)c1ccc(Cl)cc1)c1nnc(SCc2ccc([N+](=O)[O-])cc2)n1C,32.7266
TRAIN_16337,Cc1ccc2c(c1)C1(SCCS1)C(=O)N2,16.5175
TRAIN_16338,Cc1cc(C)cc(OCC(=O)NNC(=O)c2cc(C)[nH]n2)c1,2.8392
TRAIN_16339,O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccccc1Cl,13.5824
TRAIN_16340,CCOc1c(OC(C)=O)ccc(/C=C/c2ccc3cccc(OC(C)=O)c3n2)c1[N+](=O)[O-],55.4697
TRAIN_16341,Cc1ccc(C(=O)C(OC(=O)CNC(=O)c2ccc(Cl)cc2)c2ccccc2)cc1,58.3737
TRAIN_16342,CC(=O)Nc1cccc(C(=O)OCc2ccc(C(=O)Oc3ccc(Cl)cc3)cc2)c1,8.1449
TRAIN_16343,CC(=O)Nc1cccc(NC(=O)c2cc(-c3cccnc3)nc3ccc(Br)cc23)c1,78.5253
TRAIN_16344,Cc1cccc(OC(=O)CN2C(=O)C3C4CCC(C4)C3C2=O)c1C,29.9176
TRAIN_16345,COc1ccc(CCCC(=O)NC2CCCCC2)cc1,24.77
TRAIN_16346,C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,36.3545
TRAIN_16347,CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)ccc1OC(=O)c1cccs1,7.6051
TRAIN_16348,Cc1ccc(SCc2cc(=O)[nH]c(/N=C(\N)Nc3ccc(C)c(C)c3)n2)cc1,28.6559
TRAIN_16349,COc1ccc(/C=C2\SC(=O)N(CCNC(=O)C3CC(=O)N(c4ccccc4)C3)C2=O)cc1,68.0297
TRAIN_16350,COc1ccc(Nc2nnc(-c3ccc(N4CCOCC4)c([N+](=O)[O-])c3)c3ccccc23)cc1,24.8734
TRAIN_16351,COc1ccc(C2C(Oc3ccccc3)C(=O)N2c2cc(C)ccc2C)cc1OC,99.0605
TRAIN_16352,CCn1c(CCNC(=O)c2ccc(Cl)cc2Cl)n[nH]c1=S,28.8114
TRAIN_16353,CC(NC(=O)c1ccccc1Br)c1ccc2c(c1)CCCC2,14.9789
TRAIN_16354,CC(=O)Nc1ccccc1C(=O)C(=O)Nc1ccc(F)cc1,0.814
TRAIN_16355,CCN1C(=O)C(CC(=O)Nc2ccc(OC)cc2)N(Cc2cccnc2)C1=S,58.1368
TRAIN_16356,O=[N+]([O-])c1cc(C(F)(F)F)ccc1NCCCCNS(=O)(=O)c1ccc2ccccc2c1,29.3085
TRAIN_16357,Cc1ccc(C)c(-c2nn(-c3cc(N4CCN(CCO)CC4)ccc3[N+](=O)[O-])c(=O)c3ccccc23)c1,43.858
TRAIN_16358,COc1ccc(-c2cc(=O)oc3cc4occ(C)c4cc23)cc1,44.3717
TRAIN_16359,C=CCSc1nc2ccccc2n1C(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,74.3829
TRAIN_16360,COc1ccc(/C=N/NC(=O)CCc2ccccc2)cc1O,13.7766
TRAIN_16361,O=[N+]([O-])c1cc2c(cc1C=Nc1ccccc1)OCO2,12.742
TRAIN_16362,O=C(NCc1ccccn1)c1cccc([N+](=O)[O-])c1,17.6093
TRAIN_16363,Cc1cccc(Cn2ncc(Cl)c(Cl)c2=O)c1,27.2947
TRAIN_16364,Fc1cccc(NC(=S)NCCCN2CCOCC2)c1,17.6731
TRAIN_16365,CCc1ccccc1N1C(=O)c2cccc3c(N4CCOCC4)c([N+](=O)[O-])cc(c23)C1=O,18.6841
TRAIN_16366,C=CCNC(=O)/C(=C\C=C\c1ccccc1)NC(=O)c1ccc(OCCCC)cc1,49.0867
TRAIN_16367,COc1ccc(N(C(=O)COc2ccccc2OC)S(=O)(=O)c2ccc(C)cc2)cc1,26.8257
TRAIN_16368,CCc1ccc(N2C(=O)/C(=C/c3cccs3)N(CC(=O)OC)C2=S)cc1,18.0506
TRAIN_16369,CCn1c(C)cc(/C=C2\NC(=O)N(Cc3ccc(Cl)cc3)C2=O)c1C,82.369
TRAIN_16370,Cc1ccc(C(=O)N/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)NCCc2ccccc2)cc1,100.0
TRAIN_16371,Cc1ccc(-c2n[nH]c(=S)n2/N=C/c2cccn2C)cc1,52.7323
TRAIN_16372,CCOc1ccc(/C=C/C(=O)Nc2ccc(OC)cc2[N+](=O)[O-])cc1,0.5168
TRAIN_16373,O=C(CNC(=O)Cc1ccccc1)NCC(=O)OCc1ccccc1,0.2836
TRAIN_16374,Cc1cc(NCc2ccccn2)ccc1Br,44.5029
TRAIN_16375,O=C(N/N=C/c1cccc(Oc2ccccc2)c1)c1cccc(Br)c1,4.0065
TRAIN_16376,COc1ccc(CONS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1Cl,91.543
TRAIN_16377,CCC(=O)c1ccc(OCc2ccc(C(=O)OC)cc2)c(OC)c1,77.9378
TRAIN_16378,CCC(=O)NC(=S)Nc1ccc(NC(=O)COc2ccc(Cl)cc2Cl)cc1,49.0146
TRAIN_16379,Cc1cc(NC(=S)NC(=O)CC(C)C)ccc1Br,9.1962
TRAIN_16380,CCc1ccc(C(=O)COC(=O)c2cccc(N3C(=O)c4c(C)nc5ccccc5c4C3=O)c2)cc1,6.8444
TRAIN_16381,C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1ccncc1,68.1331
TRAIN_16382,COc1ccc(NC(=O)c2cc(-c3cccnc3)nc3ccc(C)cc23)cc1OC,77.9745
TRAIN_16383,CCc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)s1,13.0666
TRAIN_16384,CCCc1ccc(-c2cc(C(=O)NN3CCOCC3)c3ccccc3n2)cc1,19.5421
TRAIN_16385,Cc1ccc(C)c(-c2cc(C(=O)Nc3nccs3)c3ccccc3n2)c1,98.9959
TRAIN_16386,CCC(=O)Nc1ccc(C(=O)OCC(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1,43.9598
TRAIN_16387,O=C(CCC(=O)OCc1ccc(Cl)cc1)Nc1cccc([N+](=O)[O-])c1,24.3966
TRAIN_16388,O=[N+]([O-])c1cc(/C=N/N2CCN(C3c4ccccc4-c4ccccc43)CC2)ccc1Cl,5.7619
TRAIN_16389,C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1cccnc1,37.2101
TRAIN_16390,Cc1ccc(C(=O)C(OC(=O)CN2C(=O)c3ccccc3C2=O)c2ccccc2)cc1,49.1083
TRAIN_16391,O=C(OCc1ccc(C(=O)c2ccccc2)cc1)c1cccc(-c2nnc(-c3ccccc3)o2)c1,32.2881
TRAIN_16392,O=C(CSCc1ccccc1Cl)NNC(=O)c1ccccc1,26.2995
TRAIN_16393,O=C(N=NC(=O)c1ccc2c(O)n(C3CCCCC3)c(O)c2c1)c1cccnc1,37.2938
TRAIN_16394,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)c2c1,8.9244
TRAIN_16395,N#Cc1c(-c2ccccc2)cc(C2CC2)nc1SCC(=O)c1cccs1,27.7921
TRAIN_16396,O=[N+]([O-])c1ccc(N2CCN(Cc3ccccc3)CC2)c(S(=O)(=O)N2CCOCC2)c1,25.385
TRAIN_16397,CCCSC1=C(C#N)C(c2cccnc2)C(C(=O)OCC)=C(c2ccccc2)N1,60.4081
TRAIN_16398,O=C1Nc2ccc(F)cc2C12SCCS2,5.2141
TRAIN_16399,COc1ccc(NC(=O)c2ccc(C)cc2Cl)c([N+](=O)[O-])c1,19.3725
TRAIN_16400,Cc1ccc(C(=O)C(OC(=O)CNS(=O)(=O)c2ccccc2)c2ccccc2)cc1,25.391
TRAIN_16401,O=C(CSc1nc(-c2ccccc2)cs1)N1CCc2ccccc21,52.0298
TRAIN_16402,COc1ccccc1CC(=O)O/N=C(\N)Cc1cccc2ccccc12,31.3068
TRAIN_16403,C=CCNCCCCOc1c(Cl)cc(C)cc1Br.O=C(O)C(=O)O,31.53
TRAIN_16404,C=CCNCCOCCOc1ccc(C)cc1[N+](=O)[O-],13.9117
TRAIN_16405,Cc1ccc(C(=O)C(OC(=O)CCC(=O)Nc2cccc(C)c2)c2ccccc2)cc1,14.6517
TRAIN_16406,CN1CCN(c2ccc([N+](=O)[O-])cc2C(=O)c2ccc(Br)cc2)CC1,36.1765
TRAIN_16407,COc1cc(CNCCO)cc(Br)c1OCc1ccccc1Cl.Cl,71.7844
TRAIN_16408,CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1,7.0422
TRAIN_16409,CCc1cccc(CC)c1NC(=O)/C(=C/c1ccccc1)c1ccccc1,42.272
TRAIN_16410,CCOc1ccc(NC(=O)C(C)Oc2ccccc2C(=O)Nc2ccc(C)c(Cl)c2)cc1,73.0628
TRAIN_16411,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)N2CCCC2)cc1,33.2361
TRAIN_16412,O=C(CSCc1ccc(Cl)cc1)Nc1ccc2c(c1)OCCO2,20.6605
TRAIN_16413,S=c1[nH]nc(CSCc2ccccc2Cl)n1-c1ccccc1,55.9279
TRAIN_16414,COc1ccc(-c2nc3ccccc3c(=O)n2N)cc1,5.9009
TRAIN_16415,CCOc1ccc(CCNC(=O)CCCN2C(=O)c3ccccc3C2=O)cc1OCC,65.7865
TRAIN_16416,Cc1cccc(NC(=S)NC(=O)CCc2ccccc2)c1,16.8193
TRAIN_16417,Cc1cc(C)n(-c2cc(N3CCN(S(=O)(=O)c4ccc(C)c(C)c4)CC3)ccc2[N+](=O)[O-])n1,76.1395
TRAIN_16418,Cc1ccc(-c2csc3ncnc(SCC(=O)c4ccc5c(c4)OCCO5)c23)cc1,16.4633
TRAIN_16419,CCN(CC)c1ccc(/C=C/c2nc3ccccc3s2)cc1,53.4097
TRAIN_16420,COc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc(Cl)cc2)c([N+](=O)[O-])c1,69.736
TRAIN_16421,CS(=O)(=O)N(CC(=O)Nc1cccc(F)c1)c1cccc([N+](=O)[O-])c1,29.8611
TRAIN_16422,O=C(Oc1ccc2ccccc2c1Br)N1CCCCCC1,37.5437
TRAIN_16423,COCCCNC(=O)/C=C/c1cccc(Cl)c1,4.3725
TRAIN_16424,Cc1ccc(S(=O)(=O)N(C)CC(=O)O/N=C(\N)c2ccccn2)cc1,7.1294
TRAIN_16425,CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Br)o2)cc1,13.4855
TRAIN_16426,C=CCN=C1CC(C)(C)CC(=O)/C1=C(\O)c1ccccc1,8.4063
TRAIN_16427,COc1ccc(C)cc1NC1=C(Cl)C(=O)N(C2CCCCC2)C1=O,35.8616
TRAIN_16428,O=C(c1ccco1)N(CCC(c1ccccc1)c1ccco1)Cc1ccco1,28.5645
TRAIN_16429,Cc1ccc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)cc1,49.9891
TRAIN_16430,CCOC(=O)c1ccccc1NC(=O)/C(C)=C/C(=O)O,6.0182
