"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2386114";"";"None";"465.94";"1";"6.54";"24";"O=C(O)c1cccc(CN2C(=O)/C(=C(\c3ccccc3)c3ccc(Cl)cc3)c3ccccc32)c1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2390465";"Inhibition of CYP3A4 (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384909";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";"";""
"CHEMBL2442495";"";"None";"361.43";"0";"4.67";"12";"Cc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1";"Inhibition";"'>'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2443712";"Inhibition of CYP3A4 (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440026";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"10.0"
"CHEMBL3410002";"";"None";"353.47";"0";"2.21";"39b";"Cc1c(N)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1";"Inhibition";"'='";"46.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3414223";"Inhibition of CYP3A4 in human liver microsomes at 10 uM preincubated for 5 mins before NADPH addition and measured after 20 mins post NADPH addition";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407418";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"46.0"
"CHEMBL2017098";"";"None";"463.32";"0";"4.96";"14";"Cc1cccc(-c2noc([C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)c2Br)c1C";"Inhibition";"'='";"77.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2020697";"Inhibition of CYP3A4 assessed as time dependent inhibition of conversion of testosterone to 6-beta-hydroxy-testosterone at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016495";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"77.0"
"CHEMBL2420629";"";"None";"427.43";"0";"3.38";"1";"O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1";"Inhibition";"'='";"57.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3396928";"Time-dependent inhibition of CYP3A4 (unknown origin) using midazolam as substrate assessed as AUC shift";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3393056";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"57.0"
"CHEMBL2031874";"";"None";"391.52";"0";"3.15";"39";"CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2034414";"Inhibition of CYP3A4 in human liver microsomes up to 100 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029265";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";""
"CHEMBL2024080";"";"None";"394.40";"0";"3.42";"11";"Cc1csc(NC(=O)[C@H](C)c2ccc(OS(=O)(=O)C(F)(F)F)cc2)n1";"Inhibition";"'='";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2026798";"Inhibition of CYP3A4 using BFC as substrate at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021812";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"60.0"
"CHEMBL244553";"";"None";"380.37";"0";"3.11";"4";"C[C@@H](C(=O)Nc1nccs1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1";"Inhibition";"'='";"52.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2026798";"Inhibition of CYP3A4 using BFC as substrate at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021812";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"52.0"
"CHEMBL2059813";"";"None";"492.91";"0";"3.03";"3";"NC(=O)[C@@H](CCC(F)(F)F)N(CC12CC(c3ncon3)(C1)C2)S(=O)(=O)c1ccc(Cl)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2060686";"Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057186";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";""
"CHEMBL2069589";"";"None";"420.50";"0";"2.56";"34";"O=C(Nc1cc(-c2ccn[nH]2)c[nH]c1=O)[C@H](Cc1ccccc1)NCc1cscn1";"Inhibition";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2072137";"Inhibition of CYP3A4 at 3 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"18.0"
"CHEMBL33986";"BUTORPHANOL";"4.0";"327.47";"0";"3.37";"Butorphanol";"Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2071966";"Inhibition of human CYP3A4 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using diethoxyfluorescein as substrate after 30 mins";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069259";"1";"Scientific Literature";"Chem Res Toxicol";"2012";"None";"";"";"";""
"CHEMBL4846685";"";"None";"600.44";"2";"7.39";"30m";"C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(Cl)cccc1Cl";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4839624";"Inhibition of CYP3A4 (unknown origin) assessed as oxidation of testosterone at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 10.0 microM";"";"";"6.0"
"CHEMBL4865657";"";"None";"555.52";"2";"6.11";"37a";"CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O";"Inhibition";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4839624";"Inhibition of CYP3A4 (unknown origin) assessed as oxidation of testosterone at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 10.0 microM";"";"";"28.0"
"CHEMBL5428312";"";"None";"419.57";"0";"4.66";"5af";"CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC1CCC(N(C)C)CC1";"Inhibition";"'='";"-1.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5381269";"Inhibition of CYP3A4 (unknown origin) at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380780";"1";"Scientific Literature";"J Med Chem";"2023";"None";"DOSE = 10.0 microM";"";"";"-1.2"
"CHEMBL2087742";"";"None";"402.42";"0";"4.31";"40";"Cc1c(F)cc(C(=O)NC2CC2)cc1-c1c(F)cn2c(C(C)(C)C)nnc2c1F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2092472";"Inhibition of CYP3A4 at < 25 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086331";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL4850236";"";"None";"432.49";"0";"4.11";"8i; VU6028418";"Fc1cc(F)c(F)c(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4839343";"Reversible inhibition of CYP3A4 (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837245";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"";"";""
"CHEMBL4864514";"";"None";"383.86";"0";"4.89";"20";"CNC(=O)c1cc(-n2ncc3cc(Oc4ccccc4Cl)ccc32)cs1";"Inhibition";"'='";"-14.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4840128";"Inhibition of CYP3A4 (unknown origin) assessed as midazolam hydroxylation to 1'-hydroxy midazolam at 10 uM by cocktail inhibition assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837263";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"Dose = 10.0 microM";"";"";"-14.0"
"CHEMBL5410211";"";"None";"426.91";"0";"2.37";"24; BAY-6096";"CNc1cc[n+](CCNC(=O)c2ccn3c(-c4c(C)noc4C)cnc3c2)cc1.[Cl-]";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5383351";"Inhibition of human liver microsome CYP3A4 at 0.6 to 20 uM measured by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Liver";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380818";"1";"Scientific Literature";"J Med Chem";"2023";"None";"DOSE_Lower = 0.6 microM | DOSE_Upper = 20.0 microM";"";"";""
"CHEMBL2332073";"";"None";"433.56";"0";"4.61";"12m";"COc1cccc(CN(CCN2CCCCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1";"Inhibition";"'='";"61.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2341172";"Inhibition of CYP3A4 (unknown origin)-mediated midazolam hydroxylation to 1'-Hydroxymidazolam at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331531";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"61.0"
"CHEMBL4208320";"";"None";"377.49";"0";"4.00";"29";"CCN(C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C)c1ccc(C)cc1";"Inhibition";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4198476";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using testosterone as substrate preincubated for 5 mins followed by NADPH addition measured after 20 mins relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196075";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"28.0"
"CHEMBL4213524";"";"None";"376.46";"0";"2.93";"45";"Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(n1)N(C1CC1)C(C)C(=O)N2C";"Inhibition";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4198475";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam as substrate preincubated for 5 mins followed by NADPH addition measured after 20 mins relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196075";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"14.0"
"CHEMBL4217497";"";"None";"389.50";"0";"3.92";"38";"Cc1ccc2c(c1)CC(C)N2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4198475";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam as substrate preincubated for 5 mins followed by NADPH addition measured after 20 mins relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196075";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"12.0"
"CHEMBL4213907";"";"None";"467.94";"0";"2.26";"39";"CS(=O)(=O)c1ccc2c(c1)C(NCCOc1cc(F)ccc1F)CCS2(=O)=O.Cl";"Inhibition";"'='";"5.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4193346";"Inhibition of human microsomal CYP3A4 at 10 uM after 10 mins by LC-MS/MS analysis relative to control";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190310";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"5.2"
"CHEMBL1779705";"";"None";"345.32";"0";"-0.32";"5a";"N[C@@H](CC(=O)N1CCNC(=O)[C@H]1CO)Cc1cc(F)c(F)cc1F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1780917";"Inhibition of CYP3A4";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";""
"CHEMBL4556261";"";"None";"499.62";"0";"2.96";"13";"Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4415477";"Reversible inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam or testosterone as substrate preincubated for 5 mins followed by NADPH addition and measured after 20 mins relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414574";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"12.0"
"CHEMBL4581168";"";"None";"373.40";"0";"3.52";"1D-1";"C[C@H](c1cc2cccnc2cc1F)n1cnc2ncc(-c3cnn(C)c3)nc21";"Inhibition";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL4479429";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using ketoconazole as substrate preincubated for 5 mins followed by NADPH addition measured after 20 mins by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477239";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";""
"CHEMBL5071605";"";"None";"378.50";"0";"2.25";"9o; DS96432529";"CCOCCOC[C@H]1CCCN(c2ccnc3sc(C(N)=O)c(N)c23)C1";"Inhibition";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5030089";"Inhibition of CYP3A4 (unknown origin) at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5029178";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM";"";"";"10.0"
"CHEMBL4070555";"";"None";"266.29";"0";"2.05";"19";"COC(=O)CCc1oc2c(c1C(=O)OC)CCCC2";"Inhibition";"'='";"48.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4006164";"Inhibition of human microsomal CYP3A4 at 10 uM after 3 mins by single quad LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004837";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"48.0"
"CHEMBL4209884";"";"None";"533.05";"2";"8.11";"8p";"CC1(C)Cc2c(c(C(=O)Nc3cccc(C4CCCCC4)c3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1";"Inhibition";"'='";"39.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4181295";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in 6-beta-Hydroxy-testosterone formation at 10 uM measured after 20 mins in presence of NADPH by LC-MS/MS analysis relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177660";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"39.0"
"CHEMBL5483011";"";"None";"631.82";"1";"2.87";"Indinavir";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O";"Inhibition";"'='";"27.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL821394";"Inhibition of cytochrome P4503A4 at 1 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132961";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"27.0"
"CHEMBL157101";"KETOCONAZOLE";"4.0";"531.44";"1";"4.21";"ketoconazole";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3631131";"Inhibition of human recombinant CYP3A4 assessed as conversion of luciferin-PPXE to D-luciferin at 10 uM by luminescence Glo assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627701";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";""
"CHEMBL5095218";"MITIPERSTAT";"2.0";"334.83";"0";"3.11";"16; AZD4831";"C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21";"Inhibition";"";"";"%";"";"";"NA";"UO_0000187";"";"";"";"";"0";"CHEMBL5130524";"Time-dependent inhibition of human recombinant CYP3A4 using coumarin as substrate preincubated with enzyme for 10 mins followed by NADPH addition and measured after 20 to 50 mins by fluorescence based method";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126625";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Time_Lower = 30.0 min | Time_Upper = 60.0 min";"";"";""
"CHEMBL2436217";"";"None";"682.04";"1";"3.02";"26b";"CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3c(Br)cccc23)c2ccccc2N(C(=O)CS(C)(=O)=O)[C@H]1C.Cl";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2437629";"Reversible inhibition of CYP3A4 in human liver microsomes assessed as midazolam hydroxylation at 10 to 50 uM by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434833";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";""
"CHEMBL3114556";"";"None";"511.93";"0";"1.05";"5";"CC(C)(C)[C@@H](O)C(=O)N1CCOC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118946";"Inhibition of CYP3A4 (unknown origin) up to 50 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112494";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3260357";"";"None";"428.42";"0";"3.00";"6";"O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cnc2[nH]ncc2c1";"Inhibition";"'='";"16.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3396929";"Time-dependent inhibition of CYP3A4 (unknown origin) using testosterone as substrate assessed as AUC shift";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3393056";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"16.0"
"CHEMBL5195431";"";"None";"329.38";"0";"2.45";"6e";"CS(=O)(=O)c1ccc(COc2ccc(-c3ccn[nH]3)nc2)cc1";"Inhibition";"'='";"-7.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5113128";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam as substrate preincubated for 5 mins followed by NADPH generating system addition and measured after 5 to 10 mins by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Liver";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5108084";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 10.0 microM | Time_Lower = 10.0 min | Time_Upper = 15.0 min";"";"";"-7.3"
"CHEMBL1294";"QUINIDINE";"4.0";"324.42";"0";"3.17";"Quinidine";"C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3540641";"Time dependent inhibition of CYP3A4 in human liver microsomes assessed as conversion of testosterone to 6beta-hydroxytestosterone at 0.01 to 100 uM preincubated for 60 mins followed by testosterone treatment measured after 10 mins by LC-MS/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3526100";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";"";"";""
"CHEMBL1232461";"MOLIBRESIB";"2.0";"423.90";"0";"3.66";"1, I-BET, I-BET762";"CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2433388";"Time-dependent inhibition of human CYP3A4";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429783";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";""
"CHEMBL1767014";"";"None";"458.52";"0";"2.10";"13b";"C[C@@H]1[C@](C)(c2ccccc2)[C@]1(NS(=O)(=O)N1CCc2c(nc3cc(F)ccn23)C1)C(=O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1768093";"Inhibition of CYP3A4 at up to 50 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765003";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";""
